StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.2,Q2.3,Q3.1,Q4.1_1,Q4.2_1,Q5.1_1,Q5.2_1,Q6.1_1,Q6.2_1,Q7.1_1,Q7.2_1,Q8.1_1,Q8.2_1,Q9.1_1,Q9.2_1,Q10.1_1,Q10.2_1,Q11.1_1,Q11.2_1,Q12.1_1,Q12.2_1,Q13.1_1,Q13.2_1,Q14.1_1,Q14.2_1,Q15.1_1,Q15.2_1,Q16.1_1,Q16.2_1,Q17.1_1,Q17.2_1,Q18.1_1,Q18.2_1,Q19.1_1,Q19.2_1,Q20.1_1,Q20.2_1,Q21.1_1,Q21.2_1,Q22.1_1,Q22.2_1,Q23.1_1,Q23.2_1,Q24.1_1,Q24.2_1,Q25.1_1,Q25.2_1,Q26.1_1,Q26.2_1,Q27.1_1,Q27.2_1,Q28.1_1,Q28.2_1,Q29.1_1,Q29.2_1,Q30.1_1,Q30.2_1,Q31.2_1,Q31.2_2,Q31.2_3,Q31.2_4,Q31.2_5,Q31.2_6,Q31.2_7,Q31.2_8,Q31.2_9,Q31.2_10,Q31.2_11,Q31.2_12,Q31.2_13,Q31.2_14,Q31.2_15,Q31.2_16,Q31.2_17,Q31.2_18,Q31.2_19,Q31.2_20,Q31.2_21,Q31.2_22,Q31.2_23,Q31.2_24,Q31.2_25,Q31.2_26,Q31.2_27,Q31.2_28,Q31.2_29,Q31.2_30,Q31.2_31,Q31.2_32,Q31.2_33,Q31.2_34,Q31.2_35,Q31.2_36,Q31.2_37,Q31.2_38,Q31.2_39,Q31.2_40,Q31.2_41,Q31.2_42,Q31.2_43,Q31.2_44,Q31.2_45
26/01/2019 16:38,26/01/2019 16:42,IP Address,92.40.248.180,100,224,TRUE,26/01/2019 16:42,R_RnnpcZNVC9QYDHr,,,,,51.51980591,-0.094802856,anonymous,EN,21,Male,"Yes, I consent",,,69,69,,,,,,,69,69,,,,,,,,,4,20,,,,,4,20,,,,,,,0,99,,,100,,,,,,,,69,100,,,,,10,10,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/2019 18:31,26/01/2019 18:41,IP Address,81.104.68.73,100,593,TRUE,26/01/2019 18:41,R_1ikQE5C8JMbLJq5,,,,,54.57859802,-5.999694824,anonymous,EN,47,Male,"Yes, I consent",60,53,,,,,,,100,100,,,56,55,,,,,70,76,,,,,,,90,87,,,98,100,,,,,,,,,91,78,,,100,100,,,,,100,100,,,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree
26/01/2019 18:52,26/01/2019 18:58,IP Address,2.221.251.28,100,399,TRUE,26/01/2019 18:58,R_Qa16KPDp3I24WUF,,,,,54.57859802,-5.999694824,anonymous,EN,21,Female,"Yes, I consent",,,36,44,,,80,73,,,,,,,,,74,26,,,,,55,51,84,72,,,,,,,,,41,42,100,100,,,,,77,47,,,,,78,90,,,,,Moderately Agree,Strongly Agree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,
26/01/2019 23:41,26/01/2019 23:51,IP Address,85.255.233.55,100,624,TRUE,26/01/2019 23:51,R_T1r5XTx9YX0XjnX,,,,,51.49639893,-0.122406006,anonymous,EN,31,Female,"Yes, I consent",,,,,30,11,,,50,100,,,50,70,,,,,50,50,,,,,,,50,,,,,,50,73,,,,,50,83,,,50,4,,,,,,,78,79,,,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree
27/01/2019 01:16,27/01/2019 01:31,IP Address,94.9.53.3,100,843,TRUE,27/01/2019 01:31,R_YWG2YLY3rz3KgPD,,,,,54.57859802,-5.999694824,anonymous,EN,46,Female,"Yes, I consent",,,60,19,,,90,89,,,,,,,,,87,79,,,80,73,,,,,,,81,43,,,,,72,72,,,,,93,95,,,81,20,,,,,,,71,45,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree
27/01/2019 03:41,27/01/2019 03:55,IP Address,2.29.55.148,100,893,TRUE,27/01/2019 03:55,R_1eQtjhxEBuEkjDc,,,,,54.76669312,-5.766693115,anonymous,EN,21,Female,"Yes, I consent",,,,,10,10,,,60,59,,,,,,,20,10,,,,,65,65,,,,,50,30,75,85,,,,,95,95,,,,,,,,,85,80,100,100,,,,,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Agree
27/01/2019 07:09,27/01/2019 07:19,IP Address,82.11.229.164,100,577,TRUE,27/01/2019 07:19,R_1IcskEavyY4UFxc,,,,,54.58329773,-5.933303833,anonymous,EN,21,Female,"Yes, I consent",,,67,47,,,,,,,63,40,59,42,,,,,73,51,,,,,,,93,100,,,,,,,15,100,,,100,100,,,100,100,,,,,100,100,,,,,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree
27/01/2019 10:09,27/01/2019 10:28,IP Address,45.16.72.245,100,1177,TRUE,27/01/2019 10:28,R_1FzSEB3Evt7vcM4,,,,,33.50590515,-81.69509888,anonymous,EN,65,Female,"Yes, I consent",65,30,,,,,,,,,75,65,60,50,,,,,61,61,,,,,75,76,,,,,76,76,,,,,100,100,,,,,100,100,,,,,,,,,100,100,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree
27/01/2019 10:46,27/01/2019 10:57,IP Address,109.144.211.135,100,638,TRUE,27/01/2019 10:57,R_b715nFZSJuvjBsJ,,,,,51.54910278,-0.120498657,anonymous,EN,28,Female,"Yes, I consent",,,,,42,7,3,0,,,,,,,22,19,,,,,69,67,,,38,35,,,,,,,57,63,,,,,74,75,,,,,42,32,,,99,93,,,,,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree
27/01/2019 11:27,27/01/2019 11:42,IP Address,74.75.231.108,100,883,TRUE,27/01/2019 11:42,R_2vhM68DxfQys4mh,,,,,43.39230347,-70.47290039,anonymous,EN,57,Female,"Yes, I consent",,,39,29,,,,,70,51,,,,,,,79,48,,,,,100,100,,,23,17,,,79,100,,,,,,,63,100,,,,,,,100,100,,,85,100,,,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree
27/01/2019 11:55,27/01/2019 12:06,IP Address,81.103.40.210,100,687,TRUE,27/01/2019 12:06,R_3k02Nm85R9ApWVa,,,,,54.58329773,-5.933303833,anonymous,EN,20,Female,"Yes, I consent",,,74,49,,,,,77,66,,,,,,,100,6,,,83,30,,,,,,,81,39,,,,,89,38,100,100,,,,,,,,,90,98,,,,,100,80,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree
27/01/2019 12:46,27/01/2019 12:58,IP Address,81.103.152.57,100,732,TRUE,27/01/2019 12:58,R_2QAvoq1uqzr1bLm,,,,,54.58329773,-5.933303833,anonymous,EN,19,Female,"Yes, I consent",65,25,,,,,60,50,,,,,25,20,,,,,50,10,,,,,,,,,30,40,90,95,,,,,,,,,55,60,70,70,,,,,,,85,70,,,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree
27/01/2019 13:05,27/01/2019 13:18,IP Address,2.221.248.222,100,829,TRUE,27/01/2019 13:18,R_2c5wspRqCY170PW,,,,,54.61050415,-5.962493896,anonymous,EN,20,Female,"Yes, I consent",,,24,14,,,40,30,,,,,,,26,20,,,41,29,,,,,50,34,,,,,,,,,10,6,,,80,70,,,90,74,,,,,,,,,80,60,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree
27/01/2019 13:26,27/01/2019 13:33,IP Address,81.97.185.103,100,450,TRUE,27/01/2019 13:33,R_3lyok69fCDT6rDT,,,,,54.57859802,-5.999694824,anonymous,EN,22,Male,"Yes, I consent",,,,,11,48,,,,,14,32,,,,,18,37,,,56,42,,,,,,,8,78,28,30,,,,,90,95,,,,,,,70,65,,,,,42,7,,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Agree
27/01/2019 13:23,27/01/2019 13:52,IP Address,5.69.4.246,100,1701,TRUE,27/01/2019 13:52,R_3M0cUnaT50QVh5C,,,,,54.58329773,-5.933303833,anonymous,EN,20,Female,"Yes, I consent",68,42,,,,,,,71,84,,,48,35,,,,,,,,,64,45,62,47,,,,,,,91,76,,,,,89,92,,,66,54,,,,,78,73,,,,,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree
27/01/2019 13:56,27/01/2019 14:13,IP Address,94.197.121.193,100,1025,TRUE,27/01/2019 14:13,R_BM11yOvWZ4gNbgt,,,,,51.46839905,-0.360900879,anonymous,EN,20,Male,"Yes, I consent",,,,,60,50,,,,,30,61,80,30,,,,,,,100,100,,,,,100,69,,,,,,,15,70,,,,,80,100,,,100,100,,,,,,,50,90,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree
27/01/2019 14:00,27/01/2019 14:46,IP Address,62.253.106.67,100,2757,TRUE,27/01/2019 14:46,R_3NHShzlazbrQI0j,,,,,54.58329773,-5.933303833,anonymous,EN,60,Female,"Yes, I consent",36,40,,,,,,,36,34,,,,,,,10,4,37,16,,,,,,,,,15,60,29,21,,,,,8,39,,,,,,,,,13,3,,,49,49,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Agree
27/01/2019 16:03,27/01/2019 16:39,IP Address,82.21.99.12,100,2167,TRUE,27/01/2019 16:39,R_bJTHJexzYtFBibD,,,,,54.58329773,-5.933303833,anonymous,EN,22,Female,"Yes, I consent",,,12,,,,,,,,62,41,80,46,,,,,,,,,32,,69,88,,,,,,,76,43,,,,,,,76,85,,,,,97,97,55,78,,,,,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Moderately Agree
27/01/2019 14:45,27/01/2019 16:58,IP Address,188.29.164.49,100,7989,TRUE,27/01/2019 16:58,R_TnsygqLiAjbH2Tf,,,,,51.46470642,0.007904053,anonymous,EN,23,Male,"Yes, I consent",,,,,80,30,,,90,30,,,,,30,30,,,,,80,60,,,,,70,50,,,,,,,20,90,40,90,,,,,50,30,,,,,,,,,60,40,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree
28/01/2019 03:52,28/01/2019 03:59,IP Address,90.249.28.169,100,401,TRUE,28/01/2019 03:59,R_1mLubnWlEtuulbq,,,,,54.47290039,-1.647094727,anonymous,EN,22,Male,"Yes, I consent",52,69,,,,,,,53,60,,,,,,,56,61,67,75,,,,,,,66,58,,,64,77,,,,,,,,,89,76,,,68,83,,,81,85,,,,,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree
28/01/2019 06:06,28/01/2019 06:15,IP Address,99.203.92.112,100,533,TRUE,28/01/2019 06:15,R_2YRlHUU7fQhe1on,,,,,38.97129822,-94.57740021,anonymous,EN,42,F,"Yes, I consent",,,26,76,,,,,,,28,55,61,40,,,,,,,,,81,34,,,,,57,23,,,39,44,,,62,83,,,,,,,,,76,27,,,60,20,,,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree
28/01/2019 10:15,28/01/2019 10:24,IP Address,89.242.201.92,100,517,TRUE,28/01/2019 10:24,R_2Ynubo0714mlpVx,,,,,54.58329773,-5.933303833,anonymous,EN,19,Female,"Yes, I consent",68,71,,,,,,,76,77,,,,,55,42,,,,,,,68,34,,,,,36,27,,,,,19,13,,,72,58,,,82,72,,,,,85,62,,,,,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Disagree
28/01/2019 10:27,28/01/2019 10:57,IP Address,150.143.183.56,100,1763,TRUE,28/01/2019 10:57,R_RlvEzgHcOt1aK8p,,,,,54.59240723,-5.69090271,anonymous,EN,29,Female ,"Yes, I consent",,,,,60,0,,,,,66,38,,,,,73,40,54,33,,,,,89,52,,,,,92,62,,,,,,,67,87,,,,,,,89,70,,,87,53,,,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree
